Date/Time,STMID,F012,F024,F036,F048,F072,F096,F120,F144,F168,Lat,Lon,WS,000hT01,012hT01,024hT01,036hT01,048hT01,072hT01,096hT01,120hT01,144hT01,168hT01,000hI01,012hI01,024hI01,036hI01,048hI01,072hI01,096hI01,120hI01,144hI01,168hI01,000hT02,012hT02,024hT02,036hT02,048hT02,072hT02,096hT02,120hT02,144hT02,168hT02,000hI02,012hI02,024hI02,036hI02,048hI02,072hI02,096hI02,120hI02,144hI02,168hI02
07-11-2010/18:00:00,AL212010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.0,69.3,50,10.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-06-2011/18:00:00,AL012011,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,20.7,93.5,35,16.4,30.5,39.7,24.6,32.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,5.0,-5.0,-5.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,18.8,64.0,116.1,182.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.0,1.0,0.0,12.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-06-2011/00:00:00,AL012011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,21.0,93.9,35,13.2,32.0,26.5,18.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,28.7,43.4,92.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-4.0,-4.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-06-2011/06:00:00,AL012011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,21.2,94.5,35,30.5,45.2,30.5,30.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-10.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,20.6,32.0,72.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-12.0,-13.0,-9.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-06-2011/12:00:00,AL012011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.3,95.3,45,6.0,36.8,32.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,16.7,34.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,4.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-06-2011/18:00:00,AL012011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.4,95.6,50,21.2,30.5,30.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,30.3,66.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,22.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
30-06-2011/00:00:00,AL012011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.6,96.1,50,20.6,17.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,16.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
30-06-2011/06:00:00,AL012011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.6,97.0,55,0.0,12.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,13.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
30-06-2011/12:00:00,AL012011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.6,97.3,55,11.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
30-06-2011/18:00:00,AL012011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.5,98.1,45,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
18-07-2011/00:00:00,AL022011,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,27.5,78.1,35,0.0,27.9,32.2,28.7,15.8,61.1,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-10.0,5.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,32.2,105.5,153.0,213.4,294.3,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-1.0,-9.0,11.0,14.0,14.0,-9999.0,-9999.0,-9999.0,-9999.0
18-07-2011/06:00:00,AL022011,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,27.1,78.0,40,0.0,34.1,39.6,40.6,38.0,39.2,-9999.0,-9999.0,-9999.0,-9999.0,5.0,-10.0,5.0,10.0,5.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,36.8,86.6,102.8,136.3,191.4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-12.0,4.0,13.0,16.0,19.0,-9999.0,-9999.0,-9999.0,-9999.0
18-07-2011/12:00:00,AL022011,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,27.4,77.5,45,0.0,16.0,20.8,27.4,5.1,60.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-10.0,10.0,10.0,5.0,10.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.1,36.2,31.6,10.2,61.4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-8.0,12.0,15.0,17.0,24.0,-9999.0,-9999.0,-9999.0,-9999.0
18-07-2011/18:00:00,AL022011,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,27.8,77.1,60,18.8,13.1,26.1,39.2,80.2,153.2,-9999.0,-9999.0,-9999.0,-9999.0,-10.0,10.0,15.0,10.0,5.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,15.7,24.0,44.7,54.2,110.2,-9999.0,-9999.0,-9999.0,-9999.0,0.0,19.0,29.0,30.0,28.0,32.0,-9999.0,-9999.0,-9999.0,-9999.0
19-07-2011/00:00:00,AL022011,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,28.4,76.8,60,6.0,5.2,11.9,23.6,58.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,10.0,10.0,5.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,18.7,36.0,72.7,93.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,22.0,26.0,26.0,25.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
19-07-2011/06:00:00,AL022011,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,29.0,76.6,50,5.2,0.0,5.1,12.0,36.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,0.0,-5.0,-10.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.0,37.4,57.7,69.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,0.0,-1.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
19-07-2011/12:00:00,AL022011,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,29.5,76.2,45,8.0,11.9,15.8,36.2,56.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-5.0,-10.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,6.0,24.5,44.6,48.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-6.0,-9.0,-10.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
19-07-2011/18:00:00,AL022011,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,30.0,75.8,45,6.0,15.8,36.2,48.9,61.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-5.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.0,26.1,39.0,53.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-1.0,-1.0,5.0,11.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
20-07-2011/00:00:00,AL022011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,30.5,75.3,45,6.0,7.9,26.0,44.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.0,18.0,24.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,3.0,15.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
20-07-2011/06:00:00,AL022011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,30.9,74.7,45,6.0,0.0,13.0,30.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,6.0,7.8,19.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,8.0,15.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
20-07-2011/12:00:00,AL022011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.4,74.1,45,0.0,6.0,18.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.9,13.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,13.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
20-07-2011/18:00:00,AL022011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.9,73.4,45,18.7,18.0,15.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10.1,6.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.0,13.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/00:00:00,AL022011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.4,72.7,45,6.0,28.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/06:00:00,AL022011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.0,72.0,40,7.8,18.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,11.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,4.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/12:00:00,AL022011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.5,71.2,35,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/18:00:00,AL022011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.1,70.1,35,13.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
20-07-2011/12:00:00,AL032011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.4,57.0,35,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
20-07-2011/18:00:00,AL032011,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,34.5,54.7,40,0.0,26.2,91.6,94.7,97.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.0,-15.0,-20.0,-10.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,23.0,108.1,148.3,248.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-4.0,-10.0,1.0,13.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/00:00:00,AL032011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,35.8,52.5,45,12.0,54.8,81.1,70.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,33.1,60.7,87.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-3.0,8.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/06:00:00,AL032011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,37.4,50.5,50,20.0,42.5,39.0,49.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.0,37.0,35.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-6.0,5.0,15.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/12:00:00,AL032011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.4,48.4,55,0.0,7.4,48.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,-5.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,54.7,115.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,12.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
21-07-2011/18:00:00,AL032011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.3,46.1,60,7.5,42.9,74.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.0,-5.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,55.5,73.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,11.0,19.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
22-07-2011/00:00:00,AL032011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.6,43.7,55,14.5,52.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-10.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,17.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
22-07-2011/06:00:00,AL032011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.8,41.2,50,6.0,8.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
22-07-2011/12:00:00,AL032011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.1,38.6,45,14.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
22-07-2011/18:00:00,AL032011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.7,35.6,40,24.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
27-07-2011/18:00:00,AL042011,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,86.7,35,8.2,20.5,21.1,45.0,56.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,5.0,5.0,10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,33.0,112.6,196.9,299.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.0,8.0,8.0,12.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-07-2011/00:00:00,AL042011,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,22.3,87.4,35,16.3,6.0,32.4,44.7,56.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,5.0,20.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,40.7,94.6,173.4,283.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,4.0,9.0,22.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-07-2011/06:00:00,AL042011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,22.9,88.4,35,8.2,28.4,32.6,43.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,22.7,76.3,145.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-1.0,-1.0,4.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-07-2011/12:00:00,AL042011,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,23.7,89.5,40,0.0,28.3,32.4,51.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,5.0,15.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,24.9,64.8,135.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,8.0,24.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-07-2011/18:00:00,AL042011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.2,90.7,40,18.0,42.0,28.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.4,64.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,8.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-07-2011/00:00:00,AL042011,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.6,91.9,45,0.0,18.0,28.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,20.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,26.3,80.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.0,22.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-07-2011/06:00:00,AL042011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.1,93.1,45,5.4,18.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,24.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-07-2011/12:00:00,AL042011,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.8,94.3,45,0.0,16.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,15.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,27.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
29-07-2011/18:00:00,AL042011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.4,95.5,45,8.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
30-07-2011/00:00:00,AL042011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.0,96.9,35,6.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
02-08-2011/00:00:00,AL052011,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,14.9,61.4,40,52.2,80.9,74.9,74.0,126.5,-9999.0,-9999.0,102.8,-9999.0,-9999.0,-5.0,0.0,0.0,5.0,0.0,-9999.0,-9999.0,30.0,-9999.0,-9999.0,0.0,6.0,29.4,71.3,59.0,-9999.0,-9999.0,167.7,-9999.0,-9999.0,0.0,3.0,1.0,5.0,8.0,-9999.0,-9999.0,20.0,-9999.0,-9999.0
02-08-2011/06:00:00,AL052011,0.33,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00,15.1,62.5,40,55.1,75.4,54.3,64.2,145.2,-9999.0,-9999.0,166.6,-9999.0,-9999.0,-5.0,0.0,0.0,5.0,-10.0,-9999.0,-9999.0,25.0,-9999.0,-9999.0,0.0,5.8,53.2,85.7,79.9,-9999.0,-9999.0,222.6,-9999.0,-9999.0,0.0,3.0,2.0,5.0,8.0,-9999.0,-9999.0,20.0,-9999.0,-9999.0
02-08-2011/12:00:00,AL052011,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,15.4,63.6,40,6.0,21.4,46.4,37.8,111.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,-5.0,0.0,5.0,-10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,23.8,65.7,64.0,84.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-2.0,2.0,5.0,-6.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
